종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"052460","아이크래프트","KOSDAQ","IT 서비스","3600","335","10.26","52588569600"
"119830","아이텍","KOSDAQ","일반서비스","5960","-380","-5.99","157040177080"
"052770","아이톡시","KOSDAQ","IT 서비스","312","0","0.00","4545457488"
"124500","아이티센글로벌","KOSDAQ","IT 서비스","46200","-700","-1.49","1072049147400"
"010280","아이티센엔텍","KOSDAQ","IT 서비스","1009","-15","-1.46","65709900074"
"232830","아이티센피엔에스","KOSDAQ","IT 서비스","2580","-85","-3.19","42657013080"
"372800","아이티아이즈","KOSDAQ","IT 서비스","4180","-35","-0.83","29415450020"
"084850","아이티엠반도체","KOSDAQ","전기·전자","11370","-1100","-8.82","257904959580"
"309710","아이티켐","KOSDAQ","제약","26900","-2150","-7.40","343862726900"
"114840","아이패밀리에스씨","KOSDAQ","화학","10980","-550","-4.77","190172502000"
"027360","아주IB투자","KOSDAQ","금융","9050","-190","-2.06","1096365924300"
"032080","아즈텍WB","KOSDAQ","섬유·의류","1331","-64","-4.59","28604559599"
"013310","아진산업","KOSDAQ","운송장비·부품","3015","-115","-3.67","117001844730"
"059120","아진엑스텍","KOSDAQ","전기·전자","7270","-810","-10.02","133114179820"
"0007C0","아크릴","KOSDAQ","IT 서비스","31500","-2750","-8.03","252955206000"
"203690","아크솔루션스","KOSDAQ","종이·목재","4425","0","0.00","89196141000"
"158430","아톤","KOSDAQ","IT 서비스","6180","-220","-3.44","151299328560"
"200350","아티스트스튜디오","KOSDAQ","오락·문화","4570","-160","-3.38","45681834250"
"321820","아티스트컴퍼니","KOSDAQ","IT 서비스","3900","-25","-0.64","60806366400"
"001540","안국약품","KOSDAQ","제약","7820","-170","-2.13","101991724400"
"053800","안랩","KOSDAQ","IT 서비스","59900","-2000","-3.23","666477709400"
"065660","안트로젠","KOSDAQ","유통","45000","-2500","-5.26","450274500000"
"297570","알로이스","KOSDAQ","전기·전자","1463","42","2.96","50650841934"
"260660","알리코제약","KOSDAQ","제약","3410","-80","-2.29","52265141610"
"354320","알멕","KOSDAQ","금속","48400","1950","4.20","309342840400"
"361570","알비더블유","KOSDAQ","오락·문화","1947","6","0.31","55963187577"
"131370","알서포트","KOSDAQ","IT 서비스","2630","-25","-0.94","140092428290"
"140670","알에스오토메이션","KOSDAQ","전기·전자","16250","-760","-4.47","208647400000"
"096610","알에프세미","KOSDAQ","전기·전자","2965","0","0.00","51550708615"
"061040","알에프텍","KOSDAQ","전기·전자","1639","-46","-2.73","52594295501"
"148250","알엔투테크놀로지","KOSDAQ","전기·전자","3330","-60","-1.77","31457417760"
"123010","알엔티엑스","KOSDAQ","전기·전자","1010","-134","-11.71","32985127420"
"476830","알지노믹스","KOSDAQ","일반서비스","236000","5500","2.39","3288386712000"
"347860","알체라","KOSDAQ","IT 서비스","1821","-26","-1.41","70492659981"
"196170","알테오젠","KOSDAQ","일반서비스","354500","-26500","-6.96","18977747343500"
"123750","알톤","KOSDAQ","운송장비·부품","2790","290","11.60","38555732610"
"459550","알트","KOSDAQ","전기·전자","2770","-100","-3.48","69437720130"
"085810","알티캐스트","KOSDAQ","IT 서비스","445","-5","-1.11","29167983795"
"043100","알파AI","KOSDAQ","의료·정밀기기","588","-37","-5.92","11824727040"
"117670","알파칩스","KOSDAQ","전기·전자","14880","-680","-4.37","99126720960"
"314140","알피바이오","KOSDAQ","제약","6350","-60","-0.94","55031392350"
"291650","압타머사이언스","KOSDAQ","일반서비스","1905","59","3.20","76689760260"
"293780","압타바이오","KOSDAQ","일반서비스","7270","-280","-3.71","204239054350"
"310200","애니플러스","KOSDAQ","오락·문화","2745","-45","-1.61","143186984820"
"179530","애드바이오텍","KOSDAQ","제약","2625","-45","-1.69","51659028750"
"397810","애드포러스","KOSDAQ","일반서비스","6300","140","2.27","32512851000"
"900100","애머릿지","KOSDAQ","유통","383","-15","-3.77","20207272266"
"0011A0","액스비스","KOSDAQ","전기·전자","22900","-650","-2.76","213742646000"
"052790","액토즈소프트","KOSDAQ","IT 서비스","5390","-170","-3.06","61072138820"
"290740","액트로","KOSDAQ","전기·전자","18590","-780","-4.03","187108554490"
"238090","앤디포스","KOSDAQ","화학","3130","315","11.19","75498770690"
"138360","앤로보틱스","KOSDAQ","기계·장비","1848","-212","-10.29","142280702256"
"092600","앤씨앤","KOSDAQ","전기·전자","870","119","15.85","21822659790"
"129890","앱코","KOSDAQ","전기·전자","956","-4","-0.42","43541595512"
"174900","앱클론","KOSDAQ","제약","64500","-7300","-10.17","1285195395000"
"109960","앱토크롬","KOSDAQ","유통","169","0","0.00","37313386461"
"270520","앱튼","KOSDAQ","일반서비스","189","-6","-3.08","37155348783"
"255440","야스","KOSDAQ","기계·장비","10830","-450","-3.99","141418140000"
"030960","양지사","KOSDAQ","출판·매체복제","6750","-70","-1.03","107865000000"
"102120","어보브반도체","KOSDAQ","전기·전자","10760","-460","-4.10","191320902280"
"238120","얼라인드","KOSDAQ","의료·정밀기기","4375","-20","-0.46","62907670000"
"019990","에너토크","KOSDAQ","기계·장비","8710","-100","-1.14","84975526480"
"435570","에르코스","KOSDAQ","음식료·담배","9720","-280","-2.80","74037074760"
"270660","에브리봇","KOSDAQ","전기·전자","16050","-840","-4.97","203683857150"
"038680","에스넷","KOSDAQ","IT 서비스","3585","-85","-2.32","71386821570"
"217480","에스디생명공학","KOSDAQ","화학","499","0","0.00","54756837359"
"121890","에스디시스템","KOSDAQ","전기·전자","1725","50","2.99","22927744350"
"304360","에스바이오메딕스","KOSDAQ","제약","32500","-1050","-3.13","402516660000"
"389500","에스비비테크","KOSDAQ","기계·장비","50200","500","1.01","334103439400"
"042110","에스씨디","KOSDAQ","전기·전자","1497","43","2.96","72349357308"
"298060","에스씨엠생명과학","KOSDAQ","제약","814","11","1.37","35981385264"
"065420","에스아이리소스","KOSDAQ","화학","225","-23","-9.27","16104892275"
"103230","에스앤더블류","KOSDAQ","기계·장비","3760","20","0.53","27072000000"
"260970","에스앤디","KOSDAQ","음식료·담배","54000","-2300","-4.09","156208716000"
"101490","에스앤에스텍","KOSDAQ","전기·전자","79600","-3900","-4.67","1698256368400"
"095910","에스에너지","KOSDAQ","전기·전자","1567","97","6.60","57826720507"
"275630","에스에스알","KOSDAQ","IT 서비스","3665","160","4.56","20655566170"
"031330","에스에이엠티","KOSDAQ","유통","5040","-200","-3.82","503975137680"
"060540","에스에이티","KOSDAQ","의료·정밀기기","1281","-30","-2.29","33476764986"
"056190","에스에프에이","KOSDAQ","기계·장비","27100","-650","-2.34","973127396000"
"0008Z0","에스엔시스","KOSDAQ","전기·전자","28000","-500","-1.75","264223792000"
"246250","에스엘에스바이오","KOSDAQ","일반서비스","1969","0","0.00","30220617614"
"041510","에스엠","KOSDAQ","오락·문화","88600","-2400","-2.64","2028469534000"
"460870","에스엠씨지","KOSDAQ","비금속","4470","630","16.41","89727668880"
"007820","에스엠코어","KOSDAQ","기계·장비","4925","-165","-3.24","98667184050"
"464080","에스오에스랩","KOSDAQ","의료·정밀기기","14960","-640","-4.10","266243643600"
"109610","에스와이","KOSDAQ","금속","2645","-70","-2.58","129360073000"
"365330","에스와이스틸텍","KOSDAQ","금속","3420","-65","-1.87","171584820000"
"306040","에스제이그룹","KOSDAQ","섬유·의류","6290","270","4.49","62056058120"
"398120","에스지헬스케어","KOSDAQ","의료·정밀기기","4500","30","0.67","53183299500"
"472230","에스케이증권제11호스팩","KOSDAQ","금융","2070","10","0.49","8600850000"
"473000","에스케이증권제12호스팩","KOSDAQ","금융","2050","-5","-0.24","6785500000"
"473950","에스케이증권제13호스팩","KOSDAQ","금융","2035","0","0.00","8994700000"
"475660","에스켐","KOSDAQ","화학","5150","-160","-3.01","40838650250"
"096630","에스코넥","KOSDAQ","전기·전자","772","-9","-1.15","61282607552"
"069510","에스텍","KOSDAQ","전기·전자","14770","-360","-2.38","161140700000"
"488280","에스투더블유","KOSDAQ","IT 서비스","14450","-300","-2.03","155617627700"
"234300","에스트래픽","KOSDAQ","IT 서비스","3340","-70","-2.05","90873985200"
"039440","에스티아이","KOSDAQ","기계·장비","29350","-1400","-4.55","455131829450"
"098660","에스티오","KOSDAQ","섬유·의류","1655","55","3.44","20689115280"
"052020","에스티큐브","KOSDAQ","유통","19440","-70","-0.36","1321595177040"
"237690","에스티팜","KOSDAQ","제약","148800","-10500","-6.59","3099221280000"
"458350","에스팀","KOSDAQ","일반서비스","9800","-650","-6.22","85095360000"
"050760","에스폴리텍","KOSDAQ","화학","1529","54","3.66","24975722662"
"288620","에스퓨얼셀","KOSDAQ","전기·전자","8380","-270","-3.12","58486668080"
"443670","에스피소프트","KOSDAQ","유통","4345","-160","-3.55","107501348240"
"317830","에스피시스템스","KOSDAQ","기계·장비","9440","-350","-3.58","101704841920"
"058610","에스피지","KOSDAQ","전기·전자","106800","-4500","-4.04","2368542048000"
"043340","에쎈테크","KOSDAQ","기계·장비","518","-7","-1.33","49210000000"
"163280","에어레인","KOSDAQ","기계·장비","6210","130","2.14","42237557190"
"200710","에이디테크놀로지","KOSDAQ","전기·전자","53100","-4700","-8.13","713707648200"
"475580","에이럭스","KOSDAQ","기타제조","14230","230","1.64","193882327000"
"096690","에이루트","KOSDAQ","전기·전자","1162","-16","-1.36","28047255586"
"298380","에이비엘바이오","KOSDAQ","제약","171600","-8500","-4.72","9607448650800"
"203400","에이비온","KOSDAQ","일반서비스","2460","-115","-4.47","221649207840"
"195990","에이비프로바이오","KOSDAQ","기계·장비","1410","37","2.69","40141250520"
"003800","에이스침대","KOSDAQ","기타제조","33050","-350","-1.05","366524500000"
"088800","에이스테크","KOSDAQ","전기·전자","4200","280","7.14","317127022800"
"241840","에이스토리","KOSDAQ","오락·문화","5380","-210","-3.76","51325167720"
"364950","에이아이코리아","KOSDAQ","기계·장비","6390","-120","-1.84","53014283550"
"453860","에이에스텍","KOSDAQ","화학","14830","-190","-1.26","95570793090"
"312610","에이에프더블류","KOSDAQ","전기·전자","980","-1","-0.10","19851750240"
"172670","에이엘티","KOSDAQ","전기·전자","11000","-840","-7.09","98562849000"
"481070","에이유브랜즈","KOSDAQ","유통","17000","-900","-5.03","240720000000"
"060900","에이전트AI","KOSDAQ","전기·가스·수도","400","92","29.87","31928587200"
"445090","에이직랜드","KOSDAQ","전기·전자","27600","400","1.47","301548160800"
"295310","에이치브이엠","KOSDAQ","금속","87700","-7500","-7.88","1054793420700"
"072990","에이치시티","KOSDAQ","일반서비스","4500","-95","-2.07","64827927000"
"044990","에이치엔에스하이텍","KOSDAQ","전기·전자","14860","-540","-3.51","114205415500"
"239610","에이치엘사이언스","KOSDAQ","음식료·담배","7500","-20","-0.27","40440862500"
"036170","에이치엠넥스","KOSDAQ","전기·전자","6000","-570","-8.68","368193756000"
"462020","에이치엠씨제6호스팩","KOSDAQ","금융","2095","0","0.00","9102775000"
"477340","에이치엠씨제7호스팩","KOSDAQ","금융","2035","0","0.00","15282850000"
"148930","에이치와이티씨","KOSDAQ","금속","2805","-35","-1.23","28541472465"
"044780","에이치케이","KOSDAQ","기계·장비","1500","70","4.90","27758680500"
"357230","에이치피오","KOSDAQ","음식료·담배","2395","-25","-1.03","98897875020"
"355690","에이텀","KOSDAQ","전기·전자","5170","80","1.57","27943746600"
"071670","에이테크솔루션","KOSDAQ","기계·장비","8510","-190","-2.18","85100000000"
"045660","에이텍","KOSDAQ","전기·전자","9370","-130","-1.37","77396200000"
"224110","에이텍모빌리티","KOSDAQ","전기·전자","8860","-180","-1.99","47312400000"
"021080","에이티넘인베스트","KOSDAQ","금융","3115","5","0.16","149520000000"
"200470","에이팩트","KOSDAQ","전기·전자","7090","-530","-6.96","300347239370"
"262260","에이프로","KOSDAQ","전기·전자","5090","-90","-1.74","73642893680"
"397030","에이프릴바이오","KOSDAQ","일반서비스","58500","-5100","-8.02","1365543621000"
"0009K0","에임드바이오","KOSDAQ","일반서비스","50200","-3000","-5.64","3246492282200"
"230240","에치에프알","KOSDAQ","전기·전자","28350","-3200","-10.14","377310150000"
"159910","에코글로우","KOSDAQ","화학","714","-24","-3.25","37367536290"
"230360","에코마케팅","KOSDAQ","일반서비스","15910","-20","-0.13","493190239780"
"038870","에코바이오","KOSDAQ","일반서비스","3185","120","3.92","44637612565"
"097780","에코볼트","KOSDAQ","운송장비·부품","802","0","0.00","50859555008"
"448280","에코아이","KOSDAQ","일반서비스","11360","-560","-4.70","336609625440"
"101360","에코앤드림","KOSDAQ","화학","17250","-80","-0.46","306810466500"
"128540","에코캡","KOSDAQ","운송장비·부품","1847","-23","-1.23","49297279620"
"086520","에코프로","KOSDAQ","금융","146700","-2300","-1.54","19918361498400"
"247540","에코프로비엠","KOSDAQ","전기·전자","203500","1000","0.49","19908493319000"
"383310","에코프로에이치엔","KOSDAQ","화학","29850","-1250","-4.02","626101720200"
"038110","에코플라스틱","KOSDAQ","운송장비·부품","4300","215","5.26","177028291000"
"073540","에프알텍","KOSDAQ","전기·전자","2700","40","1.50","30780000000"
"064850","에프앤가이드","KOSDAQ","IT 서비스","20000","-950","-4.53","228206640000"
"036810","에프에스티","KOSDAQ","전기·전자","38550","-400","-1.03","846417215400"
"173940","에프엔씨엔터","KOSDAQ","오락·문화","3760","-5","-0.13","57876958080"
"083500","에프엔에스테크","KOSDAQ","기계·장비","16000","-1040","-6.10","137211552000"
"054940","엑사이엔씨","KOSDAQ","건설","696","9","1.31","23088789408"
"950130","엑세스바이오","KOSDAQ","제약","2860","10","0.35","107901599520"
"373110","엑셀세라퓨틱스","KOSDAQ","제약","1409","-41","-2.83","24367801146"
"205100","엑셈","KOSDAQ","IT 서비스","1818","-24","-1.30","129918475944"
"356680","엑스게이트","KOSDAQ","IT 서비스","6850","-330","-4.60","195522920200"
"070300","엑스큐어","KOSDAQ","IT 서비스","1881","28","1.51","43840613718"
"317770","엑스페릭스","KOSDAQ","전기·전자","3100","-130","-4.02","113108289500"
"373200","엑스플러스","KOSDAQ","기타제조","769","-3","-0.39","86497568327"
"069920","엑시온그룹","KOSDAQ","유통","490","-1","-0.20","22776478410"
"092870","엑시콘","KOSDAQ","기계·장비","26400","-1800","-6.38","344541040800"
"317870","엔바이오니아","KOSDAQ","기타제조","8720","-480","-5.22","77101324400"
"067570","엔브이에이치코리아","KOSDAQ","운송장비·부품","2130","-50","-2.29","89822100000"
"0004V0","엔비알모션","KOSDAQ","금속","19500","-1900","-8.88","202887126000"
"236810","엔비티","KOSDAQ","일반서비스","1820","-83","-4.36","30895275320"
"333620","엔시스","KOSDAQ","전기·전자","5790","-150","-2.53","61121231760"
"101400","엔시트론","KOSDAQ","전기·전자","396","-9","-2.22","27898489080"
"475230","엔알비","KOSDAQ","금속","20900","-1100","-5.00","226269565500"
"451700","엔에이치스팩29호","KOSDAQ","금융","2295","40","1.77","32933250000"
"466910","엔에이치스팩30호","KOSDAQ","금융","4670","150","3.32","42497000000"
"481890","엔에이치스팩31호","KOSDAQ","금융","2110","5","0.24","13387950000"
"0054V0","엔에이치스팩32호","KOSDAQ","금융","2040","-10","-0.49","12681660000"
"0130H0","엔에이치스팩33호","KOSDAQ","금융","2015","-645","-24.25","15515500000"
"265740","엔에프씨","KOSDAQ","화학","8030","-270","-3.25","143444708000"
"354200","엔젠바이오","KOSDAQ","일반서비스","1802","-28","-1.53","48311169500"
"455900","엔젤로보틱스","KOSDAQ","기계·장비","25700","-1100","-4.10","391851266700"
"419080","엔젯","KOSDAQ","기계·장비","4990","-100","-1.96","53318833630"
"183490","엔지켐생명과학","KOSDAQ","제약","990","0","0.00","84214906380"
"182400","엔케이젠바이오텍코리아","KOSDAQ","제약","3670","0","0.00","265496721770"
"348370","엔켐","KOSDAQ","화학","39950","-2750","-6.44","875344130400"
"069410","엔텔스","KOSDAQ","IT 서비스","4715","-30","-0.63","48304345160"
"227950","엔투텍","KOSDAQ","기계·장비","442","4","0.91","76263142774"
"291230","엔피","KOSDAQ","일반서비스","791","25","3.26","34879758025"
"048830","엔피케이","KOSDAQ","화학","1024","24","2.40","19173297152"
"096870","엘디티","KOSDAQ","전기·전자","2335","70","3.09","19492577665"
"290650","엘앤씨바이오","KOSDAQ","제약","68700","-4700","-6.40","1706993228100"
"156100","엘앤케이바이오","KOSDAQ","의료·정밀기기","8440","-310","-3.54","188643731320"
"0041J0","엘에스스팩1호","KOSDAQ","금융","2015","0","0.00","8281650000"
"073110","엘엠에스","KOSDAQ","전기·전자","5190","0","0.00","46168968450"
"083310","엘오티베큠","KOSDAQ","기계·장비","12570","-610","-4.63","223872114810"
"037950","엘컴텍","KOSDAQ","전기·전자","726","-7","-0.95","61308898794"
"489500","엘케이켐","KOSDAQ","화학","33700","700","2.12","211570487200"
"170920","엘티씨","KOSDAQ","화학","31900","-2050","-6.04","336995619400"
"058630","엠게임","KOSDAQ","IT 서비스","5080","-10","-0.20","97549075920"
"226590","엠디바이스","KOSDAQ","전기·전자","24950","-2250","-8.27","265238060800"
"058970","엠로","KOSDAQ","IT 서비스","27300","-1300","-4.55","337452679200"
"169330","엠브레인","KOSDAQ","일반서비스","1969","39","2.02","36066011542"
"373170","엠아이큐브솔루션","KOSDAQ","IT 서비스","2585","-135","-4.96","39069147150"
"179290","엠아이텍","KOSDAQ","의료·정밀기기","7070","60","0.86","228825343460"
"009780","엠에스씨","KOSDAQ","음식료·담배","6870","-130","-1.86","120912000000"
"123040","엠에스오토텍","KOSDAQ","운송장비·부품","2250","55","2.51","140913672750"
"432980","엠에프씨","KOSDAQ","제약","3490","5","0.14","29985179580"
"413390","엠오티","KOSDAQ","기계·장비","8200","40","0.49","94957476000"
"032790","엠젠솔루션","KOSDAQ","유통","958","0","0.00","49203083096"
"033160","엠케이전자","KOSDAQ","전기·전자","15700","110","0.71","358760260400"
"347890","엠투아이","KOSDAQ","의료·정밀기기","5290","-160","-2.94","89735349160"
"033310","엠투엔","KOSDAQ","전기·전자","1894","-10","-0.53","75707831664"
"259630","엠플러스","KOSDAQ","기계·장비","13400","-60","-0.45","161788705600"
"105550","엣지파운드리","KOSDAQ","전기·전자","1270","-39","-2.98","99449954770"
"060850","영림원소프트랩","KOSDAQ","IT 서비스","6080","-70","-1.14","49436480000"
"143540","영우디에스피","KOSDAQ","기계·장비","1365","78","6.06","60878856675"
"265560","영화테크","KOSDAQ","운송장비·부품","8280","-90","-1.08","88514690400"
"036000","예림당","KOSDAQ","오락·문화","3155","-75","-2.32","72673143935"
"250930","예선테크","KOSDAQ","화학","445","26","6.21","14685195800"
"053280","예스24","KOSDAQ","유통","3430","-240","-6.54","85750000000"
"122640","예스티","KOSDAQ","기계·장비","20000","-800","-3.85","426996420000"
"476040","오가노이드사이언스","KOSDAQ","일반서비스","23800","-1700","-6.67","156741088000"
"900300","오가닉티코스메틱","KOSDAQ","금융","115","0","0.00","28865560740"
"045060","오공","KOSDAQ","화학","2275","-5","-0.22","38542990850"
"192410","오늘이엔엠","KOSDAQ","전기·전자","4695","110","2.40","109538040270"
"080520","오디텍","KOSDAQ","전기·전자","3535","-100","-2.75","40024744095"
"039830","오로라","KOSDAQ","일반서비스","9450","-590","-5.88","101709310500"
"322310","오로스테크놀로지","KOSDAQ","기계·장비","29400","-1850","-5.92","275376334800"
"046120","오르비텍","KOSDAQ","일반서비스","11870","270","2.33","390476980010"
"475830","오름테라퓨틱","KOSDAQ","제약","94900","-17500","-15.57","2014951723200"
"014940","오리엔탈정공","KOSDAQ","기계·장비","6260","-310","-4.72","285291117860"
"065500","오리엔트정공","KOSDAQ","운송장비·부품","2095","-90","-4.12","66501400640"
"010470","오리콤","KOSDAQ","일반서비스","5980","-50","-0.83","71610799000"
"417860","오브젠","KOSDAQ","IT 서비스","8550","-300","-3.39","40158546300"
"352910","오비고","KOSDAQ","IT 서비스","4470","-220","-4.69","56490974940"
"053980","오상자이엘","KOSDAQ","IT 서비스","3130","-65","-2.03","59416110790"
"036220","오상헬스케어","KOSDAQ","의료·정밀기기","8880","-460","-4.93","128843614080"
"052420","오성첨단소재","KOSDAQ","화학","1363","-42","-2.99","132783590848"
"052300","오션인더블유","KOSDAQ","유통","1888","-95","-4.79","31841389984"
"039200","오스코텍","KOSDAQ","제약","52100","-2200","-4.05","1993250969600"
"226400","오스테오닉","KOSDAQ","의료·정밀기기","6430","-470","-6.81","132854094430"
"031510","오스템","KOSDAQ","운송장비·부품","1026","-24","-2.29","28728000000"
"342870","오아","KOSDAQ","유통","6610","10","0.15","36025802170"
"368970","오에스피","KOSDAQ","음식료·담배","1661","35","2.15","15523971760"
"138080","오이솔루션","KOSDAQ","전기·전자","36600","-3150","-7.92","447489826800"
"080580","오킨스전자","KOSDAQ","전기·전자","19340","-1360","-6.57","398039943840"
"067170","오텍","KOSDAQ","운송장비·부품","1804","-16","-0.88","43477348904"
"353590","오토앤","KOSDAQ","유통","2705","-145","-5.09","34828416850"
"173130","오파스넷","KOSDAQ","IT 서비스","7570","-320","-4.06","98761800610"
"440320","오픈놀","KOSDAQ","IT 서비스","3295","-105","-3.09","32389850000"
"049480","오픈베이스","KOSDAQ","IT 서비스","2135","-20","-0.93","67086787705"
"394280","오픈엣지테크놀로지","KOSDAQ","IT 서비스","16200","-1420","-8.06","425681811000"
"476060","온코닉테라퓨틱스","KOSDAQ","일반서비스","22900","-150","-0.65","1027931536000"
"382150","온코크로스","KOSDAQ","일반서비스","6430","-310","-4.60","78420003510"
"244460","올리패스","KOSDAQ","제약","1651","0","0.00","13415218661"
"226950","올릭스","KOSDAQ","일반서비스","186000","-14500","-7.23","3775908438000"
"057540","옴니시스템","KOSDAQ","의료·정밀기기","806","-29","-3.47","47916180130"
"131030","옵투스제약","KOSDAQ","제약","19260","2260","13.29","339873323400"
"082210","옵트론텍","KOSDAQ","의료·정밀기기","1990","-85","-4.10","66052824260"
"109080","옵티시스","KOSDAQ","전기·전자","11190","-20","-0.18","63066840000"
"380540","옵티코어","KOSDAQ","전기·전자","4225","0","0.00","206658130575"
"153710","옵티팜","KOSDAQ","제약","5060","-20","-0.39","74229987480"
"432430","와이랩","KOSDAQ","오락·문화","3175","-85","-2.61","52413916000"
"338840","와이바이오로직스","KOSDAQ","일반서비스","33100","-1850","-5.29","502394481100"
"122990","와이솔","KOSDAQ","전기·전자","6380","-820","-11.39","169957336780"
"232140","와이씨","KOSDAQ","기계·장비","17850","-890","-4.75","1464509497500"
"112290","와이씨켐","KOSDAQ","화학","23450","-1000","-4.09","237092280250"
"065530","와이어블","KOSDAQ","통신","1980","-105","-5.04","94720742820"
"067900","와이엔텍","KOSDAQ","일반서비스","6840","-100","-1.44","124485667560"
"007530","와이엠","KOSDAQ","금속","2275","0","0.00","50628375525"
"155650","와이엠씨","KOSDAQ","전기·전자","3470","-65","-1.84","65841022260"
"273640","와이엠텍","KOSDAQ","전기·전자","7230","-50","-0.69","79284180000"
"251370","와이엠티","KOSDAQ","화학","15710","-840","-5.08","276873197100"
"209640","와이제이링크","KOSDAQ","기계·장비","4485","-180","-3.86","127567509810"
"096250","와이즈넛","KOSDAQ","IT 서비스","10080","-10","-0.10","132013082880"
"273060","와이즈버즈","KOSDAQ","일반서비스","1031","-32","-3.01","52023829042"
"019210","와이지-원","KOSDAQ","금속","12950","380","3.02","481658777600"
"122870","와이지엔터테인먼트","KOSDAQ","오락·문화","53800","-2400","-4.27","1005578436200"
"079000","와토스코리아","KOSDAQ","화학","7030","-70","-0.99","50616000000"
"403490","우듬지팜","KOSDAQ","음식료·담배","1275","-10","-0.78","58563891600"
"032820","우리기술","KOSDAQ","전기·전자","21600","-1800","-7.69","3695679691200"
"041190","우리기술투자","KOSDAQ","금융","6290","-220","-3.38","528360000000"
"115440","우리넷","KOSDAQ","전기·전자","11860","-1930","-14.00","128020303120"
"046970","우리로","KOSDAQ","유통","8350","630","8.16","365938741650"
"082850","우리바이오","KOSDAQ","음식료·담배","1893","-21","-1.10","91728302154"
"215360","우리산업","KOSDAQ","운송장비·부품","8470","-120","-1.40","77349420610"
"072470","우리산업홀딩스","KOSDAQ","운송장비·부품","3590","-165","-4.39","67805554190"
"073560","우리손에프앤지","KOSDAQ","음식료·담배","1622","-47","-2.82","112303456946"
"037400","우리엔터프라이즈","KOSDAQ","유통","984","-5","-0.51","25803772464"
"153490","우리이앤엘","KOSDAQ","전기·전자","768","-12","-1.54","39536640000"
"101170","우림피티에스","KOSDAQ","기계·장비","12990","-270","-2.04","175365000000"
"066590","우수AMS","KOSDAQ","운송장비·부품","2735","-70","-2.50","105784157695"
"103840","우양","KOSDAQ","음식료·담배","3040","-70","-2.25","49753941120"
"101970","우양에이치씨","KOSDAQ","금속","12140","-410","-3.27","179550709260"
"046940","우원개발","KOSDAQ","건설","4405","-55","-1.23","79617511750"
"215380","우정바이오","KOSDAQ","일반서비스","2700","0","0.00","45439855200"
"065680","우주일렉트로","KOSDAQ","전기·전자","27400","-1550","-5.35","253188905400"
"018620","우진비앤지","KOSDAQ","제약","692","5","0.73","19991390756"
"457550","우진엔텍","KOSDAQ","일반서비스","24650","-950","-3.71","229712314700"
"396470","워트","KOSDAQ","기계·장비","6920","-150","-2.12","111550400000"
"307280","원바이오젠","KOSDAQ","제약","7100","-50","-0.70","50371851700"
"032940","원익","KOSDAQ","유통","9550","-340","-3.44","173745346500"
"240810","원익IPS","KOSDAQ","기계·장비","113200","-7800","-6.45","5556297593200"
"074600","원익QnC","KOSDAQ","비금속","30400","-1450","-4.55","799155200000"
"104830","원익머트리얼즈","KOSDAQ","화학","41250","-750","-1.79","520080000000"
"014190","원익큐브","KOSDAQ","유통","1702","-44","-2.52","60250640012"
"217820","원익피앤이","KOSDAQ","기계·장비","3010","-55","-1.79","142838222590"
"030530","원익홀딩스","KOSDAQ","화학","27800","-1650","-5.60","2147215871800"
"012620","원일특강","KOSDAQ","금속","9240","-230","-2.43","40656000000"
"136150","원일티엔아이","KOSDAQ","기계·장비","17730","-440","-2.42","148595661900"
"382840","원준","KOSDAQ","기계·장비","8860","-30","-0.34","135306207660"
"336570","원텍","KOSDAQ","의료·정밀기기","6870","-310","-4.32","618086322390"
"376980","원티드랩","KOSDAQ","IT 서비스","3330","-100","-2.92","32522092020"
"008370","원풍","KOSDAQ","화학","5010","0","0.00","60120000000"
"008290","원풍물산","KOSDAQ","섬유·의류","363","-3","-0.82","14771805477"
"101160","월덱스","KOSDAQ","전기·전자","29650","-350","-1.17","489550942450"
"336060","웨이버스","KOSDAQ","IT 서비스","986","-5","-0.50","47481027200"
"095270","웨이브일렉트로","KOSDAQ","의료·정밀기기","4960","-30","-0.60","71287133760"
"289930","웨이비스","KOSDAQ","전기·전자","17980","-980","-5.17","234081799800"
"065950","웰크론","KOSDAQ","섬유·의류","1640","-9","-0.55","46299335280"
"076080","웰크론한텍","KOSDAQ","건설","1210","-27","-2.18","27338928760"
"043590","웰킵스하이텍","KOSDAQ","전기·전자","663","-5","-0.75","17991673206"
"196700","웹스","KOSDAQ","화학","1993","26","1.32","28627738992"
"069080","웹젠","KOSDAQ","IT 서비스","12210","-230","-1.85","422476793640"
"053580","웹케시","KOSDAQ","IT 서비스","8420","-270","-3.11","114817208160"
"479960","위너스","KOSDAQ","전기·전자","9730","-250","-2.51","66660230000"
"377460","위니아에이드","KOSDAQ","일반서비스","4080","0","0.00","253187202960"
"044340","위닉스","KOSDAQ","전기·전자","4905","30","0.62","87669149625"
"330350","위더스제약","KOSDAQ","제약","8440","90","1.08","111426053160"
"348350","위드텍","KOSDAQ","의료·정밀기기","9960","150","1.53","99386856000"
"112040","위메이드","KOSDAQ","IT 서비스","20850","-900","-4.14","707825870550"
"101730","위메이드맥스","KOSDAQ","IT 서비스","4980","-70","-1.39","417340364280"
"123420","위메이드플레이","KOSDAQ","IT 서비스","6900","-20","-0.29","72811104600"
